"LoanID,StringID,Product,CustomerGender,Location,Region,TotalPrice,StartDate,Deposit,DailyRate,TotalDays,AmountPaid30,AmountPaid60,AmountPaid360,LoanStatus360"
"989,id_989,Product D,Male,Location 17,Region 3,20250,10/25/2013,2000,50,365,3751,5251,20250,Finished Payment"
"990,id_990,Product B,Male,Location 39,Region 6,16600,7/25/2014,2000,40,365,3401,4261,16600,Finished Payment"
"991,id_991,Product B,Female,Location 197,Region 5,16600,8/25/2014,2000,40,365,3681,4881,16600,Finished Payment"
"992,id_992,Product B,Male,Location 651,Region 17,16600,2/6/2014,2000,40,365,5081,5081,16600,Finished Payment"
"993,id_993,Product C,NotSpecified,Location 177,Region 1,15600,11/26/2012,1000,40,365,3120,3960,15600,Finished Payment"
"994,id_994,Product C,NotSpecified,Location 421,Region 6,15600,4/2/2012,1000,40,365,2300,3425,15600,Finished Payment"
"995,id_995,Product B,Male,Location 66,Region 2,16600,2/13/2014,2000,40,365,3600,4447,16600,Finished Payment"
"996,id_996,Product C,NotSpecified,Location 66,Region 2,15600,1/7/2013,1000,40,365,2220,3440,15600,Finished Payment"
"997,id_997,Product A,Male,Location 9,Region 6,22250,9/13/2015,4000,50,365,10500,10500,22250,Finished Payment"
"998,id_998,Product B,Female,Location 88,Region 7,16600,7/18/2014,2000,40,365,5801,5801,16600,Finished Payment"
"999,id_999,Product B,Male,Location 325,Region 1,16600,3/1/2014,2000,40,365,3340,4690,16600,Finished Payment"
"1000,id_1000,Product B,Male,Location 22,Region 6,16600,10/20/2014,2000,40,365,3081,3961,16600,Finished Payment"
"1001,id_1001,Product A,Male,Location 10,Region 2,22250,8/21/2015,4000,50,365,5300,7050,22250,Finished Payment"
"1002,id_1002,Product C,Female,Location 653,Region 6,15600,4/5/2013,1000,40,365,2600,3600,15600,"
"1003,id_1003,Product B,Male,Location 154,Region 2,16600,10/1/2014,2000,40,365,3040,4200,16600,Finished Payment"
"1004,id_1004,Product C,NotSpecified,Location 218,Region 2,15600,6/21/2012,1000,40,365,2120,3440,15600,Finished Payment"
"1005,id_1005,Product D,Male,Location 50,Region 1,20250,12/12/2013,2000,50,365,6251,7751,20250,Finished Payment"
"1006,id_1006,Product B,Male,Location 39,Region 6,16600,5/1/2014,2000,40,365,4600,7000,16600,Finished Payment"
"1007,id_1007,Product B,Male,Location 44,Region 1,16600,3/1/2015,2000,40,365,3481,4381,16600,Finished Payment"
"1008,id_1008,Product B,Male,Location 62,Region 3,16600,6/29/2014,2000,40,365,8201,8601,16600,Finished Payment"
"1009,id_1009,Product D,Male,Location 199,Region 2,20250,7/20/2013,2000,50,365,4000,5000,20250,Finished Payment"
"1010,id_1010,Product D,Male,Location 1,Region 1,20250,11/18/2013,2000,50,365,6100,7350,20250,Finished Payment"
"1011,id_1011,Product D,Female,Location 144,Region 1,20250,1/11/2014,2000,50,365,6151,8351,20250,Finished Payment"
"1012,id_1012,Product D,Female,Location 399,Region 2,20250,4/18/2013,2000,50,365,3900,5300,20250,Finished Payment"
"1013,id_1013,Product A,Female,Location 30,Region 2,22250,9/11/2015,4000,50,365,5400,6800,22250,Finished Payment"
"1014,id_1014,Product C,NotSpecified,Location 146,Region 6,15600,9/18/2012,1000,40,365,2500,3500,15600,Finished Payment"
"1015,id_1015,Product A,Male,Location 42,Region 4,22250,6/4/2015,4000,50,365,5550,7300,22250,Finished Payment"
"1016,id_1016,Product C,NotSpecified,Location 235,Region 5,15600,12/24/2012,1000,40,365,2320,3400,15600,Finished Payment"
"1017,id_1017,Product B,Male,Location 97,Region 5,16600,7/27/2014,2000,40,365,3460,5260,16600,Finished Payment"
"1018,id_1018,Product B,Female,Location 658,Region 7,16600,5/10/2015,2000,40,365,4551,4551,16600,Finished Payment"
"1019,id_1019,Product C,NotSpecified,Location 436,Region 3,15600,2/21/2013,1000,40,365,2160,3360,15600,Finished Payment"
"1020,id_1020,Product E,Female,Location 30,Region 2,54625,2/6/2016,9000,125,365,15251,18751,54625,Finished Payment"
"1021,id_1021,Product C,Female,Location 266,Region 6,,2/4/2013,1000,40,365,2380,3880,15600,Finished Payment"
"1022,id_1022,Product C,NotSpecified,Location 337,Region 4,15600,12/7/2012,1000,40,365,2200,3840,15600,Finished Payment"
"1023,id_1023,Product C,NotSpecified,Location 488,Region 1,15600,2/1/2013,1000,40,365,1600,3040,15600,Finished Payment"
"1024,id_1024,Product B,Female,Location 26,Region 3,16600,4/9/2015,2000,40,365,3401,4801,16600,Finished Payment"
"1025,id_1025,Product B,Male,Location 38,Region 3,16600,3/7/2015,2000,40,365,3441,4541,16600,Finished Payment"
"1026,id_1026,Product C,Male,Location 203,Region 6,15600,9/25/2012,1000,40,365,2480,3600,15600,Finished Payment"
"1027,id_1027,Product B,Male,Location 6,Region 1,16600,3/27/2015,2000,40,365,3401,4601,16600,Finished Payment"
"1028,id_1028,Product D,Male,Location 265,Region 4,20250,3/23/2013,2000,50,365,3401,4801,20250,Finished Payment"
"1029,id_1029,Product C,NotSpecified,Location 195,Region 5,15600,11/1/2012,1000,40,365,2520,3740,15600,Finished Payment"
"1030,id_1030,Product A,Female,Location 67,Region 1,22250,3/29/2016,4000,50,365,7350,7350,22250,Finished Payment"
"1031,id_1031,Product A,Female,Location 61,Region 2,22250,5/31/2016,4000,50,365,6350,7050,22250,Finished Payment"
"1032,id_1032,Product D,Male,Location 617,Region 5,16600,2/27/2014,2000,40,365,3700,5200,16600,Finished Payment"
"1033,id_1033,Product D,Male,Location 323,Region 7,20250,4/28/2013,2000,50,365,6001,8001,20250,Finished Payment"
"1034,id_1034,Product E,Male,Location 25,Region 3,54625,1/18/2016,9000,125,365,16001,20001,54625,Finished Payment"
"1035,id_1035,Product B,Female,Location 108,Region 6,16600,11/21/2014,2000,40,365,4621,4621,16600,Finished Payment"
"1036,id_1036,Product D,Female,Location 350,Region 6,20250,5/2/2013,2000,50,365,3701,5201,20250,Finished Payment"
"1037,id_1037,Product B,Male,Location 19,Region 2,16600,5/17/2014,2000,40,365,3140,4340,16600,Finished Payment"
"1038,id_1038,Product B,Male,Location 53,Region 6,16600,12/26/2014,2000,40,365,3081,4341,16600,Finished Payment"
"1039,id_1039,Product B,Female,Location 39,Region 6,16600,12/29/2014,2000,40,365,3401,4601,16600,Finished Payment"
"1040,id_1040,Product B,Male,Location 50,Region 1,,3/28/2014,2000,40,365,4240,5440,16600,Finished Payment"
"1041,id_1041,Product B,Male,Location 23,Region 4,16600,4/26/2014,2000,40,365,4201,5001,16600,Finished Payment"
"1042,id_1042,Product C,NotSpecified,Location 52,Region 6,15600,10/25/2012,1000,40,365,2080,3320,15600,Finished Payment"
"1043,id_1043,Product B,Female,Location 142,Region 6,16600,5/15/2015,2000,40,365,4601,4601,16600,Finished Payment"
